sale_id;line_id;date;time;store_id;store_type;zone;surface;hyper;specialty_brands;open_time;open_to_clients_hours;open_days;foot_traffic_by_hour;daily_foot_traffic;nb_employees;employee_id;employee_profile;monthly_salary;anciennete_mois;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;favorite_brand;has_loyalty_card;customer_profile;loyalty_points_used;loyalty_points_earned;product_id;product_kind;brand;category;model;color;size;price_sold;tva_rate;price_ht;tva_amount;loyalty_discount_ttc;gross_price_ttc_before_loyalty;base_price;is_best_seller;total_discount_applied;special_offer_discount;discount_value_fidelity;ajust_value_magasin;discount_val_month;pct_economise;year_month;CA_month
V001289;L0001607;2024-04-05;13:51;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0124;M;24;;true;chasseur_de_promos;0;8;P040;shoe;Asics;Casual;Flex;Light Green;45;88,43;0,2;73,69;14,74;0;88,43;88,43;false;0;0;0;-10;0;0;2024-04;51289,22
V001290;L0001608;2024-04-04;15:22;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0065;F;41;;true;sneakerhead;0;16;P061;shoe;Jordans;Limited Edition;Zoom;Pink;43;160;0,2;133,33;26,67;0;160;160;true;0;0;0;-10;0;0;2024-04;51289,22
V001291;L0001609;2024-04-11;11:09;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0002;Stagiaire;685;12;2023-12-15;Apprentice;0,2;0,8;C0259;M;34;;true;sneakerhead;0;11;P008;shoe;Jordans;Casual;Max;Brown Bear;44;111;0,2;92,5;18,5;0;111;111;true;0;0;0;-10;0;0;2024-04;51289,22
V001292;L0001610;2024-04-04;14:05;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0135;F;16;;true;sneakerhead;0;16;P051;shoe;Asics;Limited Edition;Flex;Black;34;151,33;0,2;126,11;25,22;0;151,33;151,33;true;0;0;0;-10;0;0;2024-04;51289,22
V001292;L0001611;2024-04-04;14:05;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0135;F;16;;true;sneakerhead;0;16;A006;accessory;Accessoire;Bonnet;Bonnet;Deep Blue;XS;8,82;0,2;7,35;1,47;0;8,82;8,82;false;0;0;0;-10;0;0;2024-04;51289,22
V001292;L0001612;2024-04-04;14:05;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0135;F;16;;true;sneakerhead;0;16;A006;accessory;Accessoire;Bonnet;Bonnet;Deep Blue;XS;8,82;0,2;7,35;1,47;0;8,82;8,82;false;0;0;0;-10;0;0;2024-04;51289,22
V001293;L0001613;2024-04-08;18:37;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0247;M;25;;true;sneakerhead;0;11;P008;shoe;Jordans;Casual;Max;Brown Bear;44;111;0,2;92,5;18,5;0;111;111;true;0;0;0;-10;0;0;2024-04;51289,22
V001294;L0001614;2024-04-04;13:58;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0092;M;36;;true;sneakerhead;0;20;P017;shoe;Jordans;Casual;Max;Deep Purple;42;88,43;0,2;73,69;14,74;0;88,43;88,43;false;0;0;0;-10;0;0;2024-04;51289,22
V001294;L0001615;2024-04-04;13:58;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0092;M;36;;true;sneakerhead;0;20;P016;shoe;Jordans;Running;Pro;Premium Black;42;115,1;0,2;95,92;19,18;0;115,1;115,1;false;0;0;0;-10;0;0;2024-04;51289,22
V001295;L0001616;2024-04-19;18:07;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0229;M;16;;true;chasseur_de_promos;0;7;P034;shoe;Puma;Casual;Flex;Pink;34;74,89;0,2;62,41;12,48;0;74,89;90,18;false;15,29;15,29;0;-10;0;16,95;2024-04;51289,22
V001296;L0001617;2024-04-03;16:23;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0007;F;26;;true;sneakerhead;0;11;P025;shoe;Asics;Running;Pro;Electric Blue;38;115,1;0,2;95,92;19,18;0;115,1;115,1;false;0;0;0;-10;0;0;2024-04;51289,22
V001297;L0001618;2024-04-11;11:50;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0081;F;32;;true;sneakerhead;144;8;P021;shoe;Jordans;Basketball;Elite;Deep Blue;30;85,6;0,2;71,33;14,27;14,4;100;100;false;14,4;0;14,4;-10;0;14,4;2024-04;51289,22
V001298;L0001619;2024-04-09;12:28;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0035;F;29;;false;sneakerhead;0;0;P022;shoe;Jordans;Limited Edition;Elite;Black;40;154,66;0,2;128,88;25,78;0;154,66;154,66;false;0;0;0;-10;0;0;2024-04;51289,22
V001299;L0001620;2024-04-17;16:39;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0111;F;25;;false;impulsif;0;0;P026;shoe;Puma;Limited Edition;Flex;Black;30;153,21;0,2;127,68;25,53;0;153,21;153,21;false;0;0;0;-10;0;0;2024-04;51289,22
V001300;L0001621;2024-04-02;14:45;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0251;F;35;;false;chasseur_de_promos;0;0;P027;shoe;Puma;Casual;Zoom;Light Green;33;110,79;0,2;92,33;18,46;0;110,79;110,79;true;0;0;0;-10;0;0;2024-04;51289,22
V001300;L0001622;2024-04-02;14:45;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0251;F;35;;false;chasseur_de_promos;0;0;P035;shoe;Puma;Running;Zoom;Deep Purple;33;70,24;0,2;58,53;11,71;0;70,24;99,03;false;28,79;8,98;0;-10;19,81;29,07;2024-04;51289,22
V001301;L0001623;2024-04-20;12:28;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0201;F;32;;true;chasseur_de_promos;0;13;P022;shoe;Jordans;Limited Edition;Elite;Black;40;134,28;0,2;111,9;22,38;0;134,28;154,66;false;20,38;20,38;0;-10;0;13,18;2024-04;51289,22
V001302;L0001624;2024-04-27;12:11;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0253;M;41;;true;sneakerhead;0;15;P022;shoe;Jordans;Limited Edition;Elite;Black;40;154,66;0,2;128,88;25,78;0;154,66;154,66;false;0;0;0;-10;0;0;2024-04;51289,22
V001303;L0001625;2024-04-05;17:49;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0083;M;46;;true;sneakerhead;0;30;P004;shoe;Asics;Limited Edition;Max;Black;34;157,3;0,2;131,08;26,22;0;157,3;157,3;false;0;0;0;-10;0;0;2024-04;51289,22
V001303;L0001626;2024-04-05;17:49;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0083;M;46;;true;sneakerhead;0;30;P051;shoe;Asics;Limited Edition;Flex;Black;34;151,33;0,2;126,11;25,22;0;151,33;151,33;true;0;0;0;-10;0;0;2024-04;51289,22
V001304;L0001627;2024-04-23;10:13;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0239;F;16;;true;impulsif;0;19;P036;shoe;Puma;Running;Pro;Sunny Yellow;36;92;0,2;76,67;15,33;0;92;92;false;0;0;0;-10;0;0;2024-04;51289,22
V001304;L0001628;2024-04-23;10:13;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0239;F;16;;true;impulsif;0;19;P059;shoe;Puma;Casual;Air;Light Green;36;90,27;0,2;75,22;15,05;0;90,27;90,27;true;0;0;0;-10;0;0;2024-04;51289,22
V001304;L0001629;2024-04-23;10:13;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0239;F;16;;true;impulsif;0;19;A008;accessory;Accessoire;Tee-shirt;Tee-shirt;Black;M;17,64;0,2;14,7;2,94;0;17,64;17,64;false;0;0;0;-10;0;0;2024-04;51289,22
V001305;L0001630;2024-04-13;14:06;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0204;M;16;;true;sneakerhead;0;15;P022;shoe;Jordans;Limited Edition;Elite;Black;40;154,66;0,2;128,88;25,78;0;154,66;154,66;false;0;0;0;-10;0;0;2024-04;51289,22
V001306;L0001631;2024-04-18;17:56;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0219;F;23;;true;impulsif;0;10;P053;shoe;Puma;Basketball;Flex;Light Green;31;109,79;0,2;91,49;18,3;0;109,79;116;false;6,21;6,21;0;-10;0;5,35;2024-04;51289,22
V001307;L0001632;2024-04-23;14:41;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0166;F;37;Asics;true;fidele_marque;0;32;P004;shoe;Asics;Limited Edition;Max;Black;34;157,3;0,2;131,08;26,22;0;157,3;157,3;false;0;0;0;-10;0;0;2024-04;51289,22
V001307;L0001633;2024-04-23;14:41;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0166;F;37;Asics;true;fidele_marque;0;32;P051;shoe;Asics;Limited Edition;Flex;Black;34;151,33;0,2;126,11;25,22;0;151,33;151,33;true;0;0;0;-10;0;0;2024-04;51289,22
V001307;L0001634;2024-04-23;14:41;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0166;F;37;Asics;true;fidele_marque;0;32;A008;accessory;Accessoire;Tee-shirt;Tee-shirt;Black;M;17,64;0,2;14,7;2,94;0;17,64;17,64;false;0;0;0;-10;0;0;2024-04;51289,22
V001308;L0001635;2024-04-18;15:39;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0005;Stagiaire;883;13;2023-11-06;Apprentice;0,22;0,78;C0047;M;34;;false;chasseur_de_promos;0;0;P041;shoe;Puma;Training;Air;Red Blood;42;91,5;0,2;76,25;15,25;0;91,5;91,5;false;0;0;0;-10;0;0;2024-04;51289,22
V001309;L0001636;2024-04-08;18:26;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0138;F;42;;true;sneakerhead;225;8;P027;shoe;Puma;Casual;Zoom;Light Green;33;88,29;0,2;73,58;14,71;22,5;110,79;110,79;true;22,5;0;22,5;-10;0;20,31;2024-04;51289,22
V001310;L0001637;2024-04-04;11:50;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0090;F;37;;true;sneakerhead;0;11;P010;shoe;Puma;Training;Air;White;43;113;0,2;94,17;18,83;0;113;113;false;0;0;0;-10;0;0;2024-04;51289,22
V001311;L0001638;2024-04-20;12:52;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0096;M;21;Jordans;false;fidele_marque;0;0;P017;shoe;Jordans;Casual;Max;Deep Purple;42;88,43;0,2;73,69;14,74;0;88,43;88,43;false;0;0;0;-10;0;0;2024-04;51289,22
V001312;L0001639;2024-04-11;16:56;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0026;F;59;;true;chasseur_de_promos;0;11;P016;shoe;Jordans;Running;Pro;Premium Black;42;115,1;0,2;95,92;19,18;0;115,1;115,1;false;0;0;0;-10;0;0;2024-04;51289,22
V001313;L0001640;2024-04-17;16:21;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0092;M;36;;true;sneakerhead;0;11;P038;shoe;Asics;Basketball;Zoom;Premium Black;39;112,42;0,2;93,68;18,74;0;112,42;120,38;false;7,96;7,96;0;-10;0;6,61;2024-04;51289,22
V001314;L0001641;2024-04-08;09:35;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0134;M;45;;true;sneakerhead;0;9;P059;shoe;Puma;Casual;Air;Light Green;36;90,27;0,2;75,22;15,05;0;90,27;90,27;true;0;0;0;-10;0;0;2024-04;51289,22
V001315;L0001642;2024-04-10;09:17;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0092;M;36;;true;sneakerhead;0;11;P016;shoe;Jordans;Running;Pro;Premium Black;42;115,1;0,2;95,92;19,18;0;115,1;115,1;false;0;0;0;-10;0;0;2024-04;51289,22
V001316;L0001643;2024-04-18;12:28;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0177;F;47;;true;chasseur_de_promos;0;9;P021;shoe;Jordans;Basketball;Elite;Deep Blue;30;90;0,2;75;15;0;90;100;false;10;0;0;-10;10;10;2024-04;51289,22
V001317;L0001644;2024-04-18;13:17;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0225;M;48;;true;impulsif;0;9;P006;shoe;Puma;Casual;Elite;Premium Black;35;98,48;0,2;82,07;16,41;0;98,48;98,48;true;0;0;0;-10;0;0;2024-04;51289,22
V001318;L0001645;2024-04-24;15:31;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0124;M;24;;true;chasseur_de_promos;0;30;P051;shoe;Asics;Limited Edition;Flex;Black;34;151,33;0,2;126,11;25,22;0;151,33;151,33;true;0;0;0;-10;0;0;2024-04;51289,22
V001318;L0001646;2024-04-24;15:31;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0124;M;24;;true;chasseur_de_promos;0;30;P004;shoe;Asics;Limited Edition;Max;Black;34;157,3;0,2;131,08;26,22;0;157,3;157,3;false;0;0;0;-10;0;0;2024-04;51289,22
V001319;L0001647;2024-04-10;16:10;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0081;F;32;;true;sneakerhead;0;19;P022;shoe;Jordans;Limited Edition;Elite;Black;40;154,66;0,2;128,88;25,78;0;154,66;154,66;false;0;0;0;-10;0;0;2024-04;51289,22
V001319;L0001648;2024-04-10;16:10;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0081;F;32;;true;sneakerhead;0;19;A008;accessory;Accessoire;Tee-shirt;Tee-shirt;Black;M;17,64;0,2;14,7;2,94;0;17,64;17,64;false;0;0;0;-10;0;0;2024-04;51289,22
V001319;L0001649;2024-04-10;16:10;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0081;F;32;;true;sneakerhead;0;19;A005;accessory;Accessoire;Lacets;Lacets;White;M;22,05;0,2;18,38;3,67;0;22,05;22,05;false;0;0;0;-10;0;0;2024-04;51289,22
V001320;L0001650;2024-04-19;17:50;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0154;M;48;;true;sneakerhead;0;30;P004;shoe;Asics;Limited Edition;Max;Black;34;157,3;0,2;131,08;26,22;0;157,3;157,3;false;0;0;0;-10;0;0;2024-04;51289,22
V001320;L0001651;2024-04-19;17:50;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0154;M;48;;true;sneakerhead;0;30;P051;shoe;Asics;Limited Edition;Flex;Black;34;151,33;0,2;126,11;25,22;0;151,33;151,33;true;0;0;0;-10;0;0;2024-04;51289,22
V001321;L0001652;2024-04-05;15:36;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0096;M;21;Jordans;false;fidele_marque;0;0;P017;shoe;Jordans;Casual;Max;Deep Purple;42;88,43;0,2;73,69;14,74;0;88,43;88,43;false;0;0;0;-10;0;0;2024-04;51289,22
V001322;L0001653;2024-04-01;13:58;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0208;F;43;;true;sneakerhead;0;18;P059;shoe;Puma;Casual;Air;Light Green;36;90,27;0,2;75,22;15,05;0;90,27;90,27;true;0;0;0;-10;0;0;2024-04;51289,22
V001322;L0001654;2024-04-01;13:58;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0208;F;43;;true;sneakerhead;0;18;P036;shoe;Puma;Running;Pro;Sunny Yellow;36;92;0,2;76,67;15,33;0;92;92;false;0;0;0;-10;0;0;2024-04;51289,22
V001323;L0001655;2024-04-16;16:47;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0204;M;16;;true;sneakerhead;0;15;P004;shoe;Asics;Limited Edition;Max;Black;34;157,3;0,2;131,08;26,22;0;157,3;157,3;false;0;0;0;-10;0;0;2024-04;51289,22
V001324;L0001656;2024-04-11;09:07;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0154;M;48;;true;sneakerhead;0;15;P022;shoe;Jordans;Limited Edition;Elite;Black;40;154,66;0,2;128,88;25,78;0;154,66;154,66;false;0;0;0;-10;0;0;2024-04;51289,22
V001325;L0001657;2024-04-24;16:26;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0195;F;62;;true;sneakerhead;0;19;P061;shoe;Jordans;Limited Edition;Zoom;Pink;43;160;0,2;133,33;26,67;0;160;160;true;0;0;0;-10;0;0;2024-04;51289,22
V001325;L0001658;2024-04-24;16:26;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0007;Experimente;2864;96;2016-12-20;Support;0,1;0,9;C0195;F;62;;true;sneakerhead;0;19;A003;accessory;Accessoire;Sac de sport;Sac de sport;Black;XL;35,28;0,2;29,4;5,88;0;35,28;35,28;false;0;0;0;-10;0;0;2024-04;51289,22
V001326;L0001659;2024-04-16;18:41;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0206;F;22;;true;sneakerhead;0;10;P006;shoe;Puma;Casual;Elite;Premium Black;35;94,65;0,2;78,88;15,77;0;94,65;98,48;true;3,83;3,83;0;-10;0;3,89;2024-04;51289,22
V001326;L0001660;2024-04-16;18:41;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0206;F;22;;true;sneakerhead;0;10;A004;accessory;Accessoire;Tee-shirt;Tee-shirt;White;XL;13,23;0,2;11,03;2,2;0;13,23;13,23;false;0;0;0;-10;0;0;2024-04;51289,22
V001327;L0001661;2024-04-20;11:54;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0215;F;37;;true;sneakerhead;0;8;P017;shoe;Jordans;Casual;Max;Deep Purple;42;88,43;0,2;73,69;14,74;0;88,43;88,43;false;0;0;0;-10;0;0;2024-04;51289,22
V001328;L0001662;2024-04-22;09:02;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0004;Experimente;2832;108;2015-12-03;Sales;0,08;0,92;C0050;M;39;;true;sneakerhead;0;15;P026;shoe;Puma;Limited Edition;Flex;Black;30;153,21;0,2;127,68;25,53;0;153,21;153,21;false;0;0;0;-10;0;0;2024-04;51289,22
V001329;L0001663;2024-04-12;09:34;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0176;F;17;;true;sneakerhead;0;9;P059;shoe;Puma;Casual;Air;Light Green;36;90,27;0,2;75,22;15,05;0;90,27;90,27;true;0;0;0;-10;0;0;2024-04;51289,22
V001330;L0001664;2024-04-01;18:40;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0051;F;34;;true;chasseur_de_promos;0;8;P017;shoe;Jordans;Casual;Max;Deep Purple;42;88,43;0,2;73,69;14,74;0;88,43;88,43;false;0;0;0;-10;0;0;2024-04;51289,22
V001331;L0001665;2024-04-13;18:03;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0097;F;22;;true;sneakerhead;0;13;P006;shoe;Puma;Casual;Elite;Premium Black;35;98,48;0,2;82,07;16,41;0;98,48;98,48;true;0;0;0;-10;0;0;2024-04;51289,22
V001331;L0001666;2024-04-13;18:03;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0097;F;22;;true;sneakerhead;0;13;A007;accessory;Accessoire;Chaussettes;Chaussettes;White;M;26,46;0,2;22,05;4,41;0;26,46;26,46;false;0;0;0;-10;0;0;2024-04;51289,22
V001331;L0001667;2024-04-13;18:03;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0097;F;22;;true;sneakerhead;0;13;A006;accessory;Accessoire;Bonnet;Bonnet;Deep Blue;XS;8,82;0,2;7,35;1,47;0;8,82;8,82;false;0;0;0;-10;0;0;2024-04;51289,22
V001332;L0001668;2024-04-30;18:16;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0003;Blase;2349;168;2010-12-17;Sales;0,26;0,74;C0030;F;21;;false;sneakerhead;0;0;P061;shoe;Jordans;Limited Edition;Zoom;Pink;43;160;0,2;133,33;26,67;0;160;160;true;0;0;0;-10;0;0;2024-04;51289,22
V001333;L0001669;2024-04-16;09:10;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0001;Blase;2519;214;2007-02-28;Sales;0,27;0,73;C0141;F;30;;true;chasseur_de_promos;0;11;P025;shoe;Asics;Running;Pro;Electric Blue;38;115,1;0,2;95,92;19,18;0;115,1;115,1;false;0;0;0;-10;0;0;2024-04;51289,22
V001334;L0001670;2024-04-03;18:20;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0006;JeunePrometteur;1942;35;2022-01-22;Sales;0,11;0,89;C0066;F;19;;true;sneakerhead;0;11;P008;shoe;Jordans;Casual;Max;Brown Bear;44;111;0,2;92,5;18,5;0;111;111;true;0;0;0;-10;0;0;2024-04;51289,22
V001335;L0001671;2024-04-25;14:15;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0179;M;19;;false;impulsif;0;0;P006;shoe;Puma;Casual;Elite;Premium Black;35;98,48;0,2;82,07;16,41;0;98,48;98,48;true;0;0;0;-10;0;0;2024-04;51289,22
V001335;L0001672;2024-04-25;14:15;S01;Discount;Peripherie;249;oui;Puma|Asics|Jordans;10;9h/19h;open 6/7;56;560;8;E0008;JeunePrometteur;1994;60;2019-12-04;Sales;0,1;0,9;C0179;M;19;;false;impulsif;0;0;A004;accessory;Accessoire;Tee-shirt;Tee-shirt;White;XL;13,23;0,2;11,03;2,2;0;13,23;13,23;false;0;0;0;-10;0;0;2024-04;51289,22
